"lineage","country","date","N.A182S","N.S194L","N.A359S","N.E378Q","ORF1a.D935N","ORF1a.K2067E","ORF1a.V4372I","ORF1b.P314L","ORF1b.P970L","ORF3a.Q57H","ORF3a.T151I","ORF3a.G172V","ORF7a.H47Y","S.D614G","ORF1b.L820F","ORF7a.S83A","ORF1a.L2146F","ORF1a.N162D","ORF1a.T3058I","ORF1a.L3606F","ORF1b.P218L","ORF1b.S2363F","ORF3a.D155A","S.T33K","S.R273S","S.F306L","S.E654Q","S.C1247F","ORF1a.P1786L","ORF1a.T1754I","ORF1a.R398C","ORF1a.T2300I","ORF1b.H919Y","ORF1b.P2256S","ORF3a.V112F","S.A879S","S.V1264L","ORF1b.I2166V","ORF1b.P1851S","ORF1a.T1277I","ORF1a.S2661F","ORF1a.P3362L","ORF1a.V84I","ORF1b.K2557R","E.L21F","ORF1a.M4390V","S.T19I","ORF3a.A103S","N.G25C","ORF1b.V2223L","S.D796H","ORF1a.R1170C","ORF1a.T1543I","ORF1a.L3602F","ORF1a.T4083M","ORF3a.V90F","ORF1a.I222V","N.V270L","N.Q390L","ORF1a.S100N","ORF1a.V561A","ORF1a.S2926F","S.K558N","S.Q677H","S.A688S","ORF9b.R32P","ORF1b.A1225S","ORF1a.H2357Y","ORF1a.S2488F","ORF1b.T1902A","ORF1a.A2584V","ORF1a.T1854I","S.D138Y","N.Q244K","ORF1a.G192D","ORF1a.T4087I","S.P85S","ORF1b.D795Y","ORF7a.P84L","ORF1b.E735D","ORF1a.L580F","ORF1a.T2093I","ORF1b.T730I","ORF1b.T1173I","ORF3a.D27Y","S.E96V","ORF1a.T4159I","ORF3a.G100C","ORF1a.L3180M","M.A38S","ORF1a.S944L","ORF1a.T1004I","ORF1a.G3704S","ORF1b.D1183Y","ORF1b.V2073L","ORF1b.H2388Y","ORF3a.S74F","ORF3a.T89I","S.H146Q"
"B.1.36.24","Germany","2021-05-27",0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.36.24","Germany","2021-05-27",0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.36.24","Germany","2021-04-26",0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.36.24","Germany","2021-05-03",0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.36.24","Germany","2021-05-06",0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.36.24","Saudi Arabia","2020-06-04",0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.36.24","Pakistan","2020-12-10",0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.36.24","Pakistan","2020-05-29",0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.36.24","Pakistan","2020-05-29",0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.36.24","Pakistan","2020-05-30",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"B.1.36.24","Switzerland","2020-11-09",0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"B.1.36.24","United Kingdom","2021-02-24",0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
