"lineage","country","date","N.A220V","ORF1a.A3623S","ORF1b.P314L","S.A222V","S.D614G","S.L18F","N.P365S","ORF7b.S5L","ORF1a.L3711F"
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-11",1,1,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-12",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-06",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-12",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-12",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-12",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-12",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-12",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-12",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-12",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-12",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-12",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-12",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-09",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-11",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-12",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-14",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-12",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-14",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-01-15",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-12",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-14",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-15",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-15",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-14",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-16",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-01-16",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-01-16",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-01-15",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-15",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-15",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-15",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-01-17",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-16",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-16",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-01-17",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-16",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-01-18",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-18",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-18",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-18",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-19",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-19",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-19",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-01-21",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-18",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-19",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-21",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-23",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-25",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-29",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-01-29",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-31",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-02-03",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-03",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2021-02-03",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-02-03",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-02-04",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-05",1,0,0,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-02-04",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-02-06",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-02-07",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-02-08",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-07",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-02-07",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-08",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-08",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-08",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-08",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-08",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-08",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-09",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-02-10",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-02-10",1,0,0,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-02-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-10",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-15",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-02-16",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-27",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-26",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-02-27",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-02-05",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-02-09",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2021-01-27",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-01-27",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-02-23",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-03-05",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-03-04",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-03-07",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-03-04",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-03-07",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-03-07",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-03-09",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-03-07",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-03-11",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-03-11",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-03-11",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-03-15",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2021-03-12",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2021-03-22",1,1,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-03-22",1,1,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-03-23",1,1,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2021-03-20",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2020-07-23",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-07-25",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-07-21",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-07-25",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-07-25",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-07-25",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-08-26",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-08-27",1,1,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-08-26",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-08-27",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2020-08-27",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2020-08-26",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-08-27",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2020-08-26",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-08-27",1,1,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-08-27",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-08-27",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-08-27",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-08-27",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-09-04",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-09-04",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-09-04",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-09-04",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-09-19",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2020-09-19",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2020-09-19",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-09-19",1,1,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-09-19",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-09-18",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-09-19",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-09-19",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2020-09-19",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2020-09-19",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-09-23",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-09-24",1,1,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2020-09-23",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-09-24",1,1,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2020-09-24",1,0,1,1,1,0,0,0,0
"B.1.177","United Kingdom","2020-10-06",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2020-10-06",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2020-10-06",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2020-10-06",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-10-06",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-10-06",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2020-10-05",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2020-10-05",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2020-10-05",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-10-05",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-10-05",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2020-10-04",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-10-07",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-10-05",1,0,1,1,1,1,0,1,0
"B.1.177","United Kingdom","2020-10-05",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2020-10-05",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-10-05",1,0,1,1,1,0,1,0,0
"B.1.177","United Kingdom","2020-10-04",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-10-05",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-10-05",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-10-05",1,0,1,1,1,1,0,0,1
"B.1.177","United Kingdom","2020-10-05",1,0,1,1,1,1,0,0,0
"B.1.177","United Kingdom","2020-10-04",1,0,1,1,1,0,1,0,0
